ID,Name,Sector,City,Funding Stage,International Presence,English Requirement,Score,Outreach_Week
848,ONDA (Airports 2030 Program),Airport Expansion,Multiple,State enterprise,International construction partners,Very High — English project mgmt,60,Week 9
850,FRMF (Royal Football Federation),Sports Federation,Rabat,Federation,"FIFA, international sports bodies",Very High — English FIFA/sports events,60,Week 10
851,Maroc 2030 Organizing Committee,Event Organization,Casablanca,State committee,FIFA partnership,Very High — English organizing ops,60,Week 10
860,National Olympic Committee Morocco,Sports Body,Rabat,Federation,"IOC, international sports",Very High — English international sports,60,Week 10
911,Cevital Morocco,Agri-industrial,Casablanca,Subsidiary (Cevital Algeria),"Algeria, Africa",High — English trade,60,Week 10
922,Salé Studios (Film Production),Film / Media,Salé,Established,International film production,Very High — English production,60,Week 10
959,STAM (Société des Transports Aériens),Private Aviation,Casablanca,Established,International charter,Very High — English aviation,60,Week 10
961,Aéromaroc,Helicopter Services,Casablanca,Established,International oil & gas,Very High — English aviation,60,Week 10
962,Atlas Aero Services,Aviation Maintenance,Casablanca,Established,International MRO,Very High — English aviation,60,Week 10
86,Kifal Auto,Automotive Marketplace,Casablanca,Seed funded,Morocco,Medium-High — English investor comms,50,Week 10
89,Epicerie Verte,D2C / Organic E-commerce,Casablanca,Seed,Morocco,Medium-High — English brand partnerships,50,Week 10
109,MAMDA/MCMA,Agricultural Insurance,Rabat,Established,"Morocco, Africa",Medium-High — English partnerships,50,Week 10
122,Al Barid Bank,Banking / Financial Inclusion,Rabat,State-owned (Barid Al-Maghrib),"Morocco, partnerships Africa",Medium-High — English for partnerships,50,Week 10
210,2M (Soread),Media / Broadcasting,Casablanca,State-linked,"Morocco, Francophone Africa",Medium-High — English content partnerships,50,Week 10
216,MarketMedia,Digital Marketing,Casablanca,Established,"Morocco, international",High — English content marketing,50,Week 10
224,Hmizate,E-commerce / Deals,Casablanca,Established,Morocco,Medium-High — English partnerships,50,Week 10
248,Carrefour Morocco (LabelVie),Retail / Supermarket,Casablanca,Listed (Casablanca Bourse),Franchise — France HQ,High — English Carrefour standards,50,Week 10
251,Kitea,Furniture Retail,Casablanca,Established,"Morocco, Africa expansion",Medium-High — English sourcing,50,Week 10
260,Auto Hall,Auto Distribution,Casablanca,Listed (Casablanca Bourse),International brand partnerships,High — English OEM management,50,Week 10
263,CGI (Compagnie Générale Immobilière),Real Estate Dev,Rabat,Established (CDG),Morocco,High — English institutional partnerships,50,Week 10
267,Aksal Group,Real Estate / Commercial,Casablanca,Established,Morocco (Morocco Mall),High — English international retail brands,50,Week 10
277,Sonasid,Steel / Materials,Casablanca,Listed (Casablanca Bourse),Morocco,High — English industrial partnerships,50,Week 10
286,ADM (Autoroutes du Maroc),Infrastructure / Highways,Rabat,State enterprise,"Morocco, int'l financing",High — English project financing,50,Week 10
304,MAPM (Min. Agriculture) Agencies,Agriculture Policy,Rabat,State,International cooperation,High — English policy & partnerships,50,Week 10
306,AgroTech Souss-Massa,Agri Innovation Hub,Agadir,State-linked,International R&D partners,High — English research collaboration,50,Week 10
312,Royal Air Maroc Catering,Airline Catering,Casablanca,Subsidiary (RAM),International flights,High — English food safety,50,Week 10
315,SMAEX (Morocco Export Insurance),Export Insurance,Casablanca,State-linked,International export coverage,High — English insurance docs,50,Week 10
322,Atlas Hospitality,Hotel Group,Marrakech,Established,Morocco — 4/5-star portfolio,High — English guest services,50,Week 10
323,Kenzi Hotels Group,Hotel Chain,Casablanca,Established,Morocco — 4/5-star hotels,High — English international guests,50,Week 10
345,Samanah Country Club,Golf / Resort,Marrakech,Established,International golf tourism,High — English member services,50,Week 10
346,Royal Golf Dar Es Salam,Golf / Sports,Rabat,Established,International sports tourism,High — English events management,50,Week 10
352,ONCF (National Railway),Rail Transport,Rabat,State enterprise,"Morocco, int'l partnerships (Alstom)",High — English project cooperation,50,Week 10
353,CTM,Coach / Logistics,Casablanca,Listed (Casablanca Bourse),Morocco,Medium-High — English logistics,50,Week 10
354,SDTM (Supratour),Transport / Logistics,Casablanca,Subsidiary (ONCF),Morocco,Medium-High — English tourism transport,50,Week 10
366,Loadline Logistics,Freight / Forwarding,Casablanca,Established,International,High — English freight management,50,Week 10
369,Portnet SA,Port IT Platform,Casablanca,State enterprise,Morocco ports,High — English port tech,50,Week 10
443,Mundiapolis University,Private University,Casablanca,Established,International accreditations,High — English programs,50,Week 10
444,ENCG Network (Public Business Schools),Business Education,Multiple cities,State,International exchange programs,High — English business programs,50,Week 10
448,ENSIAS (Engineering School),IT / Engineering,Rabat,State,"International research, exchanges",High — English tech research,50,Week 10
449,École Centrale Casablanca,Engineering,Casablanca,Public-Private,France partner network,High — English engineering,50,Week 10
457,Réseau Esprit Morocco,Education Group,Multiple,Subsidiary (Esprit Group),"Tunisia, France partnerships",High — English engineering programs,50,Week 10
459,E-learning Academy MA,Online Education,Casablanca,Growth,International students,High — English online courses,50,Week 10
462,Atlas Peintures,Paints / Coatings,Casablanca,Established,"Morocco, Africa",Medium-High — English sourcing,50,Week 10
518,MNF Angels,Angel Investment,Casablanca,Established,Morocco,High — English pitch investment,50,Week 10
523,Upline Capital Management,Asset Management,Casablanca,Subsidiary (BOA),Morocco,High — English portfolio mgmt,50,Week 10
545,E-madina,Smart City Lab,Casablanca,Established (CDG),"Morocco, int'l partnerships",High — English smart city,50,Week 10
549,CFCIM (French Chamber Morocco),Business Chamber,Casablanca,Association,France-Morocco trade,High — English trade events,50,Week 10
640,Med Globalis,Medical Equipment,Casablanca,Established,International distribution,High — English medical procurement,50,Week 10
656,Akdital,Private Hospital Group,Casablanca,Listed (Casablanca Bourse),Morocco (20+ clinics),High — English medical equipment procurement,50,Week 10
732,WorkLoft Morocco,Coworking,Casablanca,Established,Morocco,High — English business community,50,Week 10
734,New Work Lab,Coworking / Innovation,Casablanca,Established,Morocco,High — English innovation events,50,Week 10
764,Soluna Morocco,Solar Energy,Morocco,Established,International solar projects,High — English project management,50,Week 10
765,GAIA Energy,Wind / Green H2,Casablanca,Established,"Morocco, international",High — English energy projects,50,Week 10
776,Samir Refinery (in restructuring),Oil Refining,Mohammedia,Established (restructuring),International partners,High — English negotiations,50,Week 10
779,Electra Mining Morocco,Mining Equipment,Casablanca,Established,International mining brands,High — English vendor mgmt,50,Week 10
781,CMT (CompagnieMinière de Touissit),Mining / Silver-Lead,Various,Listed (Casablanca Bourse),Morocco,High — English mining standards,50,Week 10
782,SMI (Société Métallurgique d'Imiter),Silver Mining,Ouarzazate,Subsidiary (Managem),International commodity markets,High — English commodity trading,50,Week 10
783,SAMIR (Société Anonyme Marocaine),Industrial Chemicals,Casablanca,Established,Export,High — English trade,50,Week 10
790,Eqdom,Consumer Credit,Casablanca,Subsidiary (SocGen),France parent,High — English corporate reporting,50,Week 10
791,Lydec Water + Electricity,Utilities / Environment,Casablanca,Listed (Casablanca Bourse),International concession model,High — English institutional reporting,50,Week 10
827,CIMR (Retraite),Pension Fund,Casablanca,Established,"Morocco, international investments",High — English asset management,50,Week 10
830,Société d'Investissement Énergétique (SIE),Energy Investment,Rabat,State,International energy partnerships,High — English energy projects,50,Week 10
833,Maroclear,Central Securities Depository,Casablanca,Established,International clearing,High — English clearing standards,50,Week 10
836,ACAPS (Insurance Supervisor),Insurance Regulation,Rabat,State regulator,International supervisory bodies,High — English regulatory cooperation,50,Week 10
839,CFG Markets,Brokerage,Casablanca,Subsidiary (CFG Bank),"Morocco, international funds",High — English brokerage,50,Week 10
840,Integral Invest,Wealth Management,Casablanca,Established,"Morocco, HNW international",High — English wealth advisory,50,Week 10
841,Valoris Capital,Asset Management,Casablanca,Established,Morocco,High — English investor reports,50,Week 10
845,Inwi Money / M-Wallet,Mobile Payments,Casablanca,Subsidiary (Inwi),Morocco,High — English fintech partnerships,50,Week 10
849,ADM (Autoroutes 2030 Program),Highway Infrastructure,Rabat,State enterprise,International financing,High — English project finance,50,Week 10
855,OFEC (Office des Foires et Expositions),Exhibition Center,Casablanca,State-linked,International exhibitions,High — English event coordination,50,Week 10
856,PromoSalons Morocco,Trade Shows,Casablanca,Established,France-Morocco trade events,High — English event management,50,Week 10
857,Casablanca Events,Event Management,Casablanca,Established,International conferences,High — English event ops,50,Week 10
859,RSB (Raja Sport Berkane) Group,Sports / Business,Berkane,Established,International football,High — English sports partnerships,50,Week 10
862,Moroccan Golf Federation,Golf / Tourism,Rabat,Federation,International golf tourism,High — English sports events,50,Week 10
863,Société d'Aménagement Ryad,Urban Development,Rabat,State-linked,International urban planning,High — English project docs,50,Week 10
924,CinéMorocco,Film Distribution,Casablanca,Established,International film festivals,High — English distribution,50,Week 10
960,Héliades Morocco,Charter Aviation,Casablanca,Established,International,High — English aviation,50,Week 10
980,Barid Al-Maghrib,Postal / Parcel,Rabat,State enterprise,International postal union,High — English international,50,Week 10
113,Finéa (ex-CMM),SME Financing,Casablanca,State-linked (CDG),Morocco,Medium-High — English stakeholder reporting,40,Week 10
114,Maghrebail,Leasing,Casablanca,Listed (Casablanca Bourse),Morocco,Medium-High — English financial docs,40,Week 10
115,Wafasalaf,Consumer Credit,Casablanca,Subsidiary (Attijariwafa),Morocco,Medium-High — English reporting,40,Week 10
211,Sonarges (HIT Radio Group),Media / Radio,Casablanca,Established,Morocco,Medium-High — English content & ads,40,Week 10
249,Marjane Group,Retail / Hypermarket,Casablanca,Established (Al Mada),Morocco,Medium-High — English vendor mgmt,40,Week 10
252,Electroplanet (LabelVie),Electronics Retail,Casablanca,Subsidiary (LabelVie),Morocco,Medium-High — English vendor relations,40,Week 10
288,Chaimaa Holding,Real Estate Dev,Marrakech,Established,Morocco,Medium-High — English investor comms,40,Week 10
290,Al Omrane,Real Estate / Social Housing,Rabat,State enterprise,Morocco,Medium-High — English institutional,40,Week 10
458,SUP'RH,HR Training School,Casablanca,Established,Morocco,Medium-High — English HR programs,40,Week 10
475,Maghreb Oxygène,Industrial Gases,Casablanca,Listed (Casablanca Bourse),Morocco,Medium-High — English partnerships,40,Week 10
659,Koutoubia Group (Health Division),Healthcare / Wellness,Casablanca,Established,Morocco,Medium-High — English health standards,40,Week 10
675,Ynna Asment / Bags Division,Cement Packaging,Casablanca,Subsidiary (Ynna),Morocco,Medium-High — English ops,40,Week 10
677,Imprimag,Commercial Printing,Casablanca,Established,Morocco,Medium-High — English clients,40,Week 10
678,Imprimerie Najah El Jadida,Printing / Packaging,Casablanca,Listed (Casablanca Bourse),Morocco,Medium-High — English corporate,40,Week 10
775,Winxo (Akwa Group),Fuel / Convenience,Casablanca,Subsidiary (Akwa),Morocco,Medium-High — English brand,40,Week 10
784,GTR (Générale Tirages et Répartitions),Printing / Media,Casablanca,Subsidiary (eco-Médias),Morocco,Medium-High — English media,40,Week 10
788,Wafa Immobilier,Mortgage Finance,Casablanca,Subsidiary (Attijariwafa),Morocco,Medium-High — English reporting,40,Week 10
789,Salafin,Consumer Credit,Casablanca,Listed (Casablanca Bourse),Morocco,Medium-High — English reporting,40,Week 10
798,Ozone Morocco,Waste / Recycling,Casablanca,Established,Morocco,Medium-High — English partnerships,40,Week 10
831,Caisse Marocaine des Marchés (CMM),Capital Markets,Casablanca,State-linked,Morocco,Medium-High — English markets,40,Week 10
843,Al Amana Microfinance,Microfinance,Rabat,Established,Morocco (largest MFI),Medium-High — English donor reports,40,Week 10
844,Fondation Banque Populaire Micro,Microfinance,Casablanca,Established,Morocco,Medium-High — English reporting,40,Week 10
858,Groupe BMCE Sports,Sports Management,Casablanca,Subsidiary (BOA Group),Morocco,Medium-High — English sports,40,Week 10
